Image Index,points_left_lung,points_right_lung
00001301_048.png,"[(129, 645), (170, 529), (228, 365), (284, 267), (348, 214), (440, 200), (548, 211), (542, 293), (515, 367), (500, 459), (470, 508), (412, 553), (403, 606), (402, 686), (360, 669), (286, 639), (190, 633), (132, 644)]","[(587, 257), (636, 221), (702, 241), (755, 297), (792, 372), (813, 453), (816, 586), (799, 697), (790, 751), (732, 738), (692, 669), (672, 630), (654, 586), (636, 537), (584, 474), (567, 433), (563, 421), (570, 338), (581, 284)]"
00001303_000.png,"[(192, 870), (280, 774), (338, 742), (419, 760), (480, 763), (507, 711), (524, 542), (524, 531), (518, 497), (521, 353), (524, 161), (519, 130), (492, 91), (412, 92), (327, 143), (273, 256), (219, 381), (220, 500), (203, 592), (199, 661), (199, 727), (192, 798)]","[(575, 165), (593, 97), (677, 83), (752, 139), (838, 292), (875, 404), (862, 537), (891, 705), (878, 752), (840, 786), (790, 790), (764, 752), (762, 705), (761, 658), (732, 599), (692, 514), (663, 463), (633, 420), (607, 392), (583, 337), (585, 259), (588, 204)]"
00001335_001.png,"[(21, 717), (78, 645), (160, 617), (249, 600), (320, 597), (357, 594), (365, 551), (375, 494), (401, 448), (433, 368), (456, 254), (460, 210), (457, 149), (388, 120), (281, 108), (162, 170), (118, 252), (102, 304), (90, 355), (67, 428), (44, 504), (24, 551), (24, 643), (28, 685)]","[(503, 162), (586, 110), (647, 109), (707, 143), (767, 209), (821, 276), (848, 335), (873, 478), (891, 590), (909, 719), (901, 765), (852, 738), (769, 710), (708, 706), (692, 686), (687, 640), (676, 581), (657, 516), (618, 482), (579, 461), (559, 448), (509, 413), (505, 368), (506, 278), (506, 211)]"
00001338_002.png,"[(146, 913), (218, 786), (281, 724), (334, 720), (448, 774), (471, 792), (500, 817), (514, 703), (462, 655), (448, 589), (458, 520), (489, 464), (520, 424), (535, 293), (543, 77), (547, 9), (417, 14), (334, 94), (279, 263), (223, 399), (202, 519), (178, 651), (158, 729), (135, 815), (141, 889)]","[(642, 425), (642, 417), (639, 320), (658, 282), (660, 250), (638, 221), (622, 187), (636, 102), (672, 46), (747, 34), (800, 72), (853, 128), (893, 280), (906, 346), (931, 499), (947, 609), (992, 739), (988, 790), (994, 837), (983, 849), (948, 819), (931, 788), (890, 755), (835, 742), (803, 727), (787, 682), (780, 659), (759, 608), (725, 561), (688, 512), (655, 468)]"
00001347_002.png,"[(152, 828), (160, 748), (203, 709), (256, 682), (339, 671), (378, 670), (437, 669), (448, 662), (448, 623), (448, 556), (466, 501), (485, 457), (493, 376), (496, 313), (505, 227), (506, 156), (458, 106), (369, 89), (291, 110), (212, 171), (155, 245), (108, 397), (77, 563), (75, 721), (108, 795), (138, 836)]","[(612, 317), (607, 293), (582, 264), (577, 209), (590, 142), (639, 93), (736, 89), (851, 127), (911, 205), (943, 317), (986, 484), (970, 659), (969, 757), (953, 815), (916, 857), (875, 834), (807, 792), (767, 732), (746, 640), (735, 601), (699, 530), (676, 486), (658, 448), (647, 414), (619, 381), (608, 371), (575, 344), (592, 327)]"
00001362_000.png,"[(68, 703), (124, 650), (191, 613), (239, 579), (328, 559), (359, 547), (404, 526), (426, 492), (410, 456), (409, 395), (416, 340), (470, 280), (470, 242), (448, 171), (426, 130), (412, 128), (309, 128), (246, 163), (183, 214), (143, 264), (104, 333), (92, 406), (87, 476), (85, 514), (76, 579), (71, 635), (69, 674)]","[(542, 193), (562, 151), (627, 121), (713, 122), (791, 163), (828, 207), (861, 265), (887, 335), (909, 421), (923, 483), (924, 553), (927, 607), (926, 650), (922, 672), (892, 634), (807, 616), (734, 590), (716, 518), (694, 481), (627, 444), (603, 425), (561, 392), (536, 336), (585, 297), (584, 279), (565, 254), (540, 211)]"
00001363_000.png,"[(165, 734), (221, 680), (254, 663), (395, 640), (440, 617), (456, 603), (448, 567), (438, 480), (449, 437), (473, 397), (482, 329), (484, 254), (496, 188), (500, 102), (488, 64), (446, 47), (389, 57), (298, 109), (231, 181), (182, 258), (154, 343), (135, 464), (126, 566), (126, 673), (143, 733)]","[(566, 110), (602, 62), (670, 48), (717, 67), (773, 113), (861, 199), (894, 308), (918, 474), (924, 600), (944, 752), (920, 769), (876, 740), (837, 708), (765, 669), (713, 653), (724, 615), (745, 572), (739, 519), (697, 460), (682, 435), (637, 379), (582, 337), (577, 305), (593, 273), (580, 241), (564, 215), (562, 169), (562, 130)]"
00001373_002.png,"[(129, 890), (171, 865), (221, 841), (278, 863), (336, 891), (361, 893), (368, 850), (380, 787), (419, 690), (444, 642), (475, 592), (488, 533), (506, 466), (512, 363), (515, 296), (523, 236), (498, 195), (428, 163), (337, 183), (308, 240), (278, 303), (242, 402), (220, 481), (195, 565), (168, 624), (133, 720), (128, 790), (113, 846)]","[(584, 225), (602, 160), (646, 129), (708, 135), (771, 196), (807, 252), (834, 367), (851, 498), (875, 659), (874, 737), (914, 865), (920, 936), (916, 985), (874, 994), (834, 954), (808, 871), (768, 794), (721, 722), (681, 661), (639, 607), (636, 555), (624, 508), (615, 467), (622, 423), (597, 382), (588, 318), (588, 270)]"
00001373_009.png,"[(442, 806), (449, 709), (481, 592), (508, 498), (541, 407), (550, 362), (555, 293), (551, 219), (529, 171), (467, 149), (402, 177), (359, 224), (319, 298), (290, 388), (265, 459), (253, 529), (243, 585), (226, 681), (197, 768), (188, 811), (174, 846), (247, 835), (345, 822), (388, 844), (426, 857), (445, 815)]","[(645, 235), (649, 188), (699, 143), (750, 143), (806, 182), (837, 208), (859, 249), (862, 257), (888, 363), (908, 432), (914, 564), (927, 643), (948, 717), (970, 801), (973, 862), (987, 926), (988, 978), (945, 934), (932, 885), (920, 824), (894, 761), (849, 691), (812, 646), (775, 592), (749, 554), (724, 515), (695, 478), (676, 433), (667, 360), (650, 330), (644, 286), (642, 251)]"
00001373_010.png,"[(245, 510), (248, 442), (288, 330), (318, 272), (319, 268), (355, 229), (401, 184), (440, 166), (492, 163), (530, 190), (554, 241), (555, 315), (543, 394), (538, 476), (522, 563), (511, 616), (455, 656), (420, 714), (403, 781), (385, 835), (377, 911), (329, 899), (307, 883), (240, 871), (186, 883), (150, 896), (171, 804), (203, 772), (218, 725), (230, 664), (243, 585), (244, 521)]","[(636, 246), (640, 187), (685, 144), (716, 153), (767, 188), (800, 211), (839, 266), (880, 360), (888, 453), (901, 568), (912, 658), (920, 789), (934, 850), (943, 913), (963, 969), (958, 991), (929, 992), (894, 961), (872, 906), (866, 834), (836, 778), (810, 740), (759, 683), (723, 657), (696, 637), (688, 631), (637, 589), (638, 554), (642, 473), (652, 431), (641, 392), (622, 341), (628, 282)]"
00001373_021.png,"[(55, 822), (92, 792), (129, 786), (181, 777), (221, 797), (250, 814), (282, 847), (303, 863), (319, 841), (303, 774), (299, 719), (318, 662), (336, 610), (354, 548), (385, 500), (390, 449), (422, 413), (449, 370), (479, 255), (501, 195), (505, 134), (457, 103), (375, 110), (321, 140), (283, 188), (237, 248), (208, 312), (182, 385), (165, 440), (154, 503), (133, 575), (116, 652), (81, 693), (67, 717), (50, 768), (41, 810)]","[(575, 189), (591, 132), (644, 108), (700, 135), (759, 196), (789, 252), (817, 336), (827, 420), (850, 514), (844, 680), (848, 748), (859, 834), (862, 919), (851, 946), (821, 937), (789, 888), (788, 840), (788, 792), (787, 780), (776, 730), (743, 671), (708, 625), (672, 585), (642, 551), (629, 506), (625, 479), (580, 454), (569, 428), (594, 403), (598, 400), (581, 360), (561, 310), (559, 278), (569, 218)]"
00001373_026.png,"[(62, 748), (128, 733), (201, 733), (270, 761), (315, 766), (322, 673), (341, 572), (350, 503), (381, 443), (416, 404), (463, 319), (487, 239), (502, 187), (511, 130), (463, 84), (373, 89), (303, 124), (254, 186), (220, 260), (191, 335), (149, 436), (133, 505), (120, 556), (92, 637), (70, 724)]","[(586, 159), (612, 109), (666, 96), (722, 114), (729, 120), (757, 150), (793, 188), (811, 253), (835, 349), (849, 475), (854, 628), (884, 752), (878, 890), (878, 934), (830, 927), (804, 871), (790, 778), (783, 723), (746, 666), (718, 614), (685, 551), (632, 479), (589, 445), (572, 379), (569, 318), (588, 278), (599, 241), (593, 184)]"
00001373_052.png,"[(82, 889), (179, 839), (245, 790), (282, 767), (325, 738), (377, 731), (384, 685), (408, 570), (435, 523), (479, 471), (497, 394), (494, 326), (482, 302), (464, 268), (425, 228), (368, 239), (290, 318), (233, 389), (204, 449), (189, 515), (182, 572), (170, 634), (159, 671), (137, 767), (124, 801), (106, 850)]","[(559, 390), (560, 335), (563, 255), (581, 221), (626, 204), (674, 206), (712, 218), (745, 237), (782, 282), (803, 353), (824, 422), (837, 510), (855, 613), (877, 750), (888, 829), (895, 896), (912, 973), (889, 980), (829, 958), (799, 913), (794, 872), (769, 785), (749, 744), (674, 631), (647, 600), (577, 537), (564, 510), (555, 438)]"
00001385_000.png,"[(148, 731), (198, 696), (247, 669), (312, 674), (394, 683), (423, 680), (431, 644), (433, 593), (429, 533), (453, 470), (469, 418), (473, 342), (499, 284), (520, 205), (520, 151), (493, 87), (436, 48), (378, 48), (286, 87), (239, 164), (218, 230), (206, 287), (196, 356), (180, 441), (169, 502), (157, 567), (148, 628), (147, 690)]","[(606, 237), (600, 181), (607, 130), (630, 86), (680, 76), (743, 95), (787, 149), (823, 199), (842, 258), (852, 318), (860, 369), (868, 443), (882, 501), (886, 555), (888, 623), (898, 668), (902, 711), (892, 759), (872, 746), (839, 729), (786, 653), (780, 614), (757, 562), (725, 515), (675, 445), (646, 416), (636, 409), (604, 353), (600, 313), (616, 292), (600, 260)]"
00001385_004.png,"[(128, 797), (170, 766), (253, 740), (317, 744), (354, 770), (405, 782), (409, 740), (402, 681), (430, 607), (454, 547), (485, 493), (491, 433), (491, 347), (492, 277), (499, 211), (497, 164), (431, 118), (374, 124), (297, 177), (262, 220), (243, 269), (212, 343), (199, 431), (180, 501), (177, 573), (161, 650), (138, 760)]","[(565, 189), (587, 142), (655, 129), (715, 166), (783, 227), (818, 288), (851, 359), (860, 436), (863, 536), (873, 600), (878, 702), (881, 747), (885, 797), (887, 840), (884, 863), (882, 884), (857, 922), (827, 868), (801, 826), (795, 770), (774, 695), (746, 625), (694, 549), (676, 527), (644, 489), (594, 455), (575, 437), (594, 388), (606, 380), (591, 332), (562, 308), (555, 248)]"
00001394_001.png,"[(168, 668), (237, 579), (315, 570), (428, 574), (470, 594), (521, 593), (495, 537), (491, 496), (517, 431), (538, 376), (547, 306), (548, 237), (533, 120), (479, 75), (429, 72), (357, 97), (282, 171), (236, 235), (220, 321), (201, 440), (190, 549), (179, 618), (176, 627)]","[(624, 155), (647, 98), (759, 89), (831, 118), (879, 173), (912, 229), (923, 297), (914, 370), (914, 458), (924, 523), (942, 595), (959, 650), (946, 665), (889, 629), (829, 613), (795, 597), (800, 544), (800, 505), (745, 437), (694, 412), (682, 338), (683, 327), (684, 299), (657, 245), (642, 208), (630, 166)]"
00001402_000.png,"[(164, 885), (240, 828), (310, 803), (380, 803), (431, 788), (418, 718), (424, 641), (464, 595), (494, 539), (490, 476), (493, 420), (504, 360), (511, 290), (506, 219), (463, 149), (397, 134), (328, 142), (279, 183), (219, 257), (199, 314), (189, 383), (188, 449), (192, 508), (192, 562), (168, 629), (151, 726), (136, 794), (141, 859)]","[(571, 272), (566, 222), (585, 155), (675, 151), (751, 181), (801, 227), (849, 292), (860, 409), (871, 488), (858, 633), (875, 728), (873, 835), (856, 896), (855, 945), (840, 942), (775, 903), (745, 856), (737, 822), (729, 782), (714, 731), (689, 687), (664, 643), (631, 614), (600, 589), (581, 555), (577, 483), (575, 408), (585, 373), (593, 352), (595, 324), (581, 294)]"
00001404_001.png,"[(165, 1001), (215, 915), (266, 875), (323, 855), (384, 843), (433, 831), (414, 754), (411, 713), (423, 652), (439, 611), (465, 503), (465, 406), (477, 279), (486, 234), (465, 183), (435, 135), (350, 125), (279, 159), (232, 230), (198, 312), (183, 371), (178, 448), (170, 533), (164, 594), (161, 651), (154, 723), (149, 808), (152, 867), (145, 909), (138, 957)]","[(559, 220), (577, 155), (640, 129), (703, 147), (787, 197), (827, 327), (835, 386), (845, 512), (855, 596), (856, 692), (862, 781), (863, 875), (879, 919), (876, 958), (874, 971), (875, 1010), (850, 1011), (822, 984), (797, 952), (758, 933), (720, 915), (712, 859), (712, 790), (694, 740), (621, 630), (596, 602), (578, 558), (573, 502), (574, 434), (594, 383), (595, 355), (581, 310), (578, 307), (567, 268), (563, 252)]"
00001409_002.png,"[(78, 990), (102, 957), (110, 919), (123, 895), (141, 837), (170, 784), (216, 757), (303, 747), (329, 761), (377, 779), (418, 773), (428, 685), (414, 627), (420, 562), (430, 495), (431, 420), (439, 368), (448, 304), (457, 213), (452, 157), (372, 110), (283, 116), (227, 161), (189, 227), (166, 300), (157, 353), (148, 479), (147, 547), (140, 625), (124, 676), (104, 738), (81, 817), (79, 828), (70, 865), (63, 917)]","[(532, 243), (542, 177), (563, 124), (633, 102), (704, 135), (741, 173), (761, 214), (790, 274), (810, 349), (820, 437), (820, 501), (834, 638), (838, 704), (864, 789), (868, 836), (876, 888), (883, 944), (886, 966), (859, 952), (823, 904), (777, 846), (718, 809), (707, 793), (689, 739), (680, 690), (656, 617), (633, 586), (577, 531), (571, 516), (555, 488), (550, 477), (549, 421), (564, 390), (577, 368), (558, 349), (536, 304), (540, 260)]"
00001426_000.png,"[(183, 870), (220, 794), (241, 738), (291, 684), (335, 655), (406, 633), (443, 598), (442, 546), (438, 482), (440, 427), (470, 353), (517, 272), (525, 219), (527, 109), (502, 68), (443, 55), (374, 67), (312, 101), (272, 147), (239, 206), (224, 283), (214, 353), (206, 416), (187, 502), (171, 567), (167, 621), (156, 695), (165, 733), (166, 790), (176, 830)]","[(593, 297), (617, 276), (602, 236), (589, 199), (580, 144), (597, 86), (642, 48), (707, 58), (757, 78), (790, 135), (831, 212), (840, 288), (845, 377), (871, 445), (877, 513), (891, 561), (893, 603), (894, 664), (908, 745), (912, 768), (915, 798), (891, 798), (861, 765), (817, 712), (777, 693), (766, 678), (762, 659), (756, 590), (739, 563), (721, 541), (661, 484), (649, 468), (618, 432), (587, 386), (584, 351), (584, 304)]"
00001429_007.png,"[(148, 746), (179, 721), (229, 678), (297, 638), (367, 633), (402, 615), (416, 555), (410, 519), (434, 483), (435, 428), (438, 383), (440, 314), (453, 229), (451, 131), (451, 94), (440, 50), (387, 46), (321, 81), (274, 112), (234, 165), (207, 244), (193, 292), (175, 344), (165, 388), (158, 480), (150, 526), (142, 596), (138, 672), (142, 718)]","[(783, 697), (787, 593), (798, 509), (809, 388), (798, 253), (758, 178), (705, 117), (671, 85), (594, 55), (541, 62), (520, 119), (512, 160), (512, 164), (522, 231), (534, 274), (546, 313), (546, 354), (541, 392), (541, 413), (546, 488), (561, 539), (575, 549), (588, 566), (622, 597), (637, 611), (653, 624), (675, 650), (680, 672), (680, 694), (682, 716), (679, 727), (667, 761), (660, 791), (671, 826), (678, 834), (698, 842), (714, 838), (720, 843), (737, 866), (756, 903), (756, 904), (780, 861), (789, 818), (802, 749), (797, 723)]"
00001437_003.png,"[(87, 783), (155, 706), (241, 655), (317, 622), (344, 578), (354, 452), (361, 312), (374, 273), (387, 186), (377, 137), (320, 107), (278, 171), (224, 248), (186, 315), (146, 379), (138, 401), (117, 479), (98, 538), (100, 626), (110, 673), (97, 733)]","[(448, 249), (459, 176), (495, 118), (543, 137), (616, 196), (666, 238), (709, 326), (733, 407), (742, 457), (752, 496), (765, 592), (790, 692), (794, 751), (794, 864), (790, 901), (774, 954), (749, 943), (716, 909), (674, 819), (654, 730), (657, 668), (662, 624), (647, 570), (622, 539), (609, 500), (568, 443), (519, 413), (477, 385), (443, 352), (438, 282)]"
00001437_042.png,"[(179, 722), (201, 684), (304, 664), (390, 649), (413, 624), (423, 515), (433, 432), (447, 377), (475, 314), (495, 274), (507, 215), (513, 174), (470, 126), (420, 129), (361, 168), (326, 209), (313, 229), (285, 273), (250, 321), (234, 372), (221, 422), (207, 485), (194, 556), (183, 603), (180, 614), (178, 651)]","[(572, 296), (610, 202), (661, 177), (704, 197), (739, 262), (761, 366), (791, 433), (810, 510), (818, 592), (830, 697), (832, 769), (823, 836), (821, 890), (812, 900), (775, 888), (753, 836), (739, 793), (735, 759), (730, 711), (719, 667), (693, 605), (668, 556), (652, 537), (584, 482), (564, 464), (540, 419), (549, 379), (559, 318)]"
00001437_043.png,"[(255, 188), (304, 124), (372, 71), (426, 64), (445, 89), (448, 191), (427, 267), (414, 317), (413, 367), (406, 443), (404, 495), (400, 600), (400, 633), (387, 680), (346, 719), (312, 719), (258, 716), (199, 708), (140, 709), (105, 698), (116, 604), (141, 466), (157, 351), (212, 264), (248, 202)]","[(528, 162), (547, 111), (586, 79), (622, 86), (675, 133), (709, 187), (722, 212), (736, 245), (753, 315), (777, 366), (785, 439), (786, 519), (781, 608), (781, 670), (771, 699), (760, 734), (744, 740), (709, 723), (676, 694), (644, 645), (630, 585), (617, 517), (577, 471), (548, 452), (525, 438), (510, 395), (508, 351), (509, 306), (513, 257), (519, 199)]"
00001445_003.png,"[(153, 599), (211, 566), (325, 536), (378, 521), (441, 521), (484, 527), (492, 523), (479, 465), (495, 390), (515, 331), (530, 262), (531, 248), (540, 170), (540, 137), (520, 80), (475, 62), (418, 49), (341, 57), (284, 98), (236, 152), (217, 221), (204, 279), (187, 355), (178, 410), (149, 535), (147, 577)]","[(606, 123), (631, 76), (680, 47), (734, 35), (789, 58), (881, 106), (894, 126), (908, 173), (925, 218), (938, 266), (955, 310), (967, 367), (977, 432), (992, 506), (1001, 560), (1002, 614), (990, 636), (945, 617), (919, 590), (876, 560), (818, 553), (783, 542), (788, 502), (786, 470), (756, 423), (722, 370), (696, 347), (648, 325), (612, 308), (608, 252), (641, 216), (637, 195), (619, 160), (604, 139)]"
00001450_000.png,"[(66, 621), (101, 424), (91, 349), (107, 248), (152, 189), (241, 120), (338, 85), (407, 79), (455, 91), (473, 137), (469, 228), (449, 319), (439, 371), (425, 435), (402, 521), (395, 560), (386, 621), (371, 664), (368, 692), (334, 726), (292, 729), (232, 756), (180, 782), (135, 825), (87, 876), (80, 869), (60, 789), (50, 712), (55, 646)]","[(554, 148), (624, 79), (695, 77), (766, 108), (824, 154), (854, 191), (895, 238), (914, 317), (931, 387), (933, 509), (922, 562), (914, 639), (914, 685), (920, 760), (906, 856), (887, 881), (866, 867), (834, 817), (807, 797), (773, 769), (757, 707), (739, 652), (728, 624), (702, 580), (642, 542), (603, 520), (573, 479), (573, 419), (586, 360), (602, 335), (609, 329), (607, 294), (572, 282), (554, 241), (554, 212), (554, 164)]"
00001483_014.png,"[(108, 740), (162, 704), (199, 705), (319, 692), (339, 687), (391, 670), (408, 663), (433, 605), (433, 572), (451, 482), (448, 407), (450, 347), (463, 275), (457, 220), (448, 181), (403, 154), (308, 177), (231, 229), (177, 296), (136, 410), (119, 485), (107, 575), (95, 662), (86, 725)]","[(522, 208), (585, 137), (666, 161), (749, 204), (793, 272), (818, 337), (835, 430), (849, 517), (858, 597), (866, 699), (858, 753), (861, 805), (852, 834), (817, 831), (780, 799), (746, 774), (730, 768), (706, 750), (688, 716), (673, 668), (656, 633), (580, 594), (524, 556), (524, 517), (535, 455), (562, 424), (567, 398), (547, 364), (519, 334), (516, 285), (517, 234)]"
00001483_020.png,"[(283, 259), (320, 214), (395, 139), (443, 120), (484, 123), (511, 153), (526, 220), (527, 279), (519, 351), (519, 434), (529, 503), (535, 533), (522, 578), (415, 625), (354, 635), (283, 657), (234, 648), (225, 602), (225, 542), (233, 504), (241, 449), (253, 406), (262, 365), (272, 285)]","[(557, 164), (592, 134), (636, 116), (686, 125), (727, 134), (794, 186), (821, 227), (838, 306), (856, 422), (860, 493), (855, 597), (875, 649), (844, 679), (790, 653), (729, 642), (704, 650), (672, 649), (654, 545), (631, 470), (616, 436), (576, 359), (564, 312), (561, 287), (555, 229), (553, 209)]"
00001483_022.png,"[(220, 300), (244, 198), (291, 145), (353, 98), (420, 89), (454, 108), (477, 176), (491, 253), (487, 340), (477, 414), (477, 467), (477, 502), (475, 571), (396, 601), (365, 612), (182, 668), (177, 681), (151, 661), (157, 588), (181, 529), (184, 480), (190, 418), (198, 365)]","[(532, 213), (546, 168), (554, 104), (576, 73), (634, 72), (693, 97), (744, 120), (781, 165), (797, 242), (815, 350), (833, 431), (845, 551), (854, 624), (859, 678), (861, 731), (854, 745), (813, 728), (778, 696), (739, 649), (699, 584), (673, 537), (637, 495), (576, 436), (564, 390), (579, 320), (568, 295), (539, 259)]"
00001483_023.png,"[(281, 460), (291, 376), (306, 322), (321, 291), (344, 232), (377, 202), (408, 175), (471, 154), (521, 172), (577, 203), (580, 255), (570, 301), (567, 345), (567, 408), (567, 476), (556, 551), (541, 602), (523, 662), (513, 710), (496, 738), (428, 740), (408, 732), (351, 681), (339, 675), (298, 637), (273, 601), (265, 579), (265, 524), (267, 505)]","[(641, 291), (641, 257), (668, 194), (689, 167), (739, 169), (786, 177), (833, 206), (862, 274), (884, 335), (903, 445), (932, 544), (917, 640), (915, 715), (906, 759), (857, 715), (816, 640), (780, 589), (754, 540), (685, 492), (667, 482), (644, 443), (641, 403), (636, 353), (636, 313)]"
00001485_003.png,"[(181, 761), (204, 728), (260, 680), (281, 667), (368, 650), (431, 633), (443, 591), (457, 553), (479, 496), (497, 448), (504, 399), (525, 343), (534, 252), (493, 176), (441, 154), (335, 172), (294, 200), (231, 254), (202, 345), (193, 406), (173, 525), (149, 595), (149, 664), (153, 738)]","[(564, 222), (593, 180), (633, 145), (681, 138), (744, 143), (811, 191), (910, 313), (916, 361), (926, 433), (946, 510), (966, 592), (971, 645), (967, 722), (954, 754), (927, 755), (896, 725), (873, 700), (829, 679), (788, 671), (754, 633), (738, 593), (738, 573), (735, 526), (719, 491), (692, 464), (668, 443), (647, 437), (608, 426), (593, 408), (590, 386), (594, 367), (613, 348), (618, 330), (614, 313), (613, 311), (592, 297), (582, 281), (570, 241)]"
00001487_000.png,"[(81, 858), (133, 793), (172, 765), (213, 745), (256, 728), (336, 720), (383, 716), (414, 706), (407, 653), (402, 612), (405, 557), (418, 507), (425, 455), (434, 413), (458, 365), (469, 309), (473, 256), (475, 218), (473, 193), (461, 158), (437, 132), (353, 113), (309, 118), (220, 153), (183, 201), (144, 290), (113, 340), (111, 391), (104, 450), (102, 500), (96, 552), (96, 603), (90, 654), (90, 701), (73, 737), (76, 780), (76, 823)]","[(549, 184), (577, 138), (649, 116), (714, 106), (774, 148), (831, 179), (865, 227), (896, 284), (910, 358), (929, 413), (934, 532), (951, 613), (951, 685), (956, 746), (961, 792), (953, 818), (934, 811), (884, 784), (826, 771), (773, 772), (754, 758), (737, 689), (724, 659), (670, 606), (643, 582), (612, 548), (599, 527), (592, 465), (592, 431), (593, 394), (599, 370), (610, 349), (597, 330), (565, 320), (549, 298), (548, 274), (547, 242), (547, 213)]"
00001497_000.png,"[(244, 786), (296, 726), (327, 684), (413, 663), (482, 635), (483, 604), (468, 565), (457, 484), (459, 443), (476, 370), (485, 310), (487, 246), (505, 200), (508, 154), (491, 96), (480, 55), (477, 25), (273, 8), (216, 108), (182, 222), (174, 320), (200, 424), (201, 550), (206, 619), (212, 660), (219, 721), (227, 771)]","[(569, 229), (551, 177), (530, 69), (529, 32), (576, 14), (649, 12), (749, 43), (795, 60), (826, 106), (850, 216), (876, 328), (897, 416), (898, 509), (907, 606), (911, 664), (913, 696), (894, 715), (855, 713), (800, 686), (767, 668), (755, 624), (744, 579), (715, 503), (690, 452), (645, 404), (606, 365), (587, 328), (575, 272)]"
00001500_001.png,"[(223, 757), (305, 752), (382, 737), (438, 741), (463, 738), (488, 701), (478, 645), (470, 572), (470, 515), (481, 447), (486, 398), (492, 341), (495, 292), (491, 249), (474, 199), (433, 157), (366, 161), (293, 201), (247, 251), (207, 353), (205, 465), (207, 523), (209, 579), (210, 645), (211, 692), (211, 733)]","[(545, 298), (540, 225), (562, 172), (655, 166), (694, 196), (742, 230), (780, 272), (813, 369), (830, 427), (836, 526), (836, 577), (849, 639), (853, 708), (866, 758), (871, 794), (875, 829), (830, 820), (810, 789), (773, 719), (764, 693), (737, 643), (721, 626), (696, 609), (669, 590), (634, 567), (593, 551), (568, 517), (565, 465), (576, 433), (597, 400), (600, 389), (595, 374), (585, 360), (574, 350), (550, 326)]"
00001501_008.png,"[(49, 846), (113, 809), (171, 790), (235, 779), (307, 764), (356, 755), (366, 717), (366, 644), (372, 604), (381, 567), (394, 518), (401, 463), (410, 392), (424, 332), (437, 315), (466, 292), (469, 248), (479, 226), (491, 195), (485, 171), (437, 142), (382, 98), (343, 92), (284, 109), (240, 148), (210, 199), (179, 266), (156, 369), (150, 427), (137, 506), (122, 576), (92, 662), (70, 732), (60, 759), (45, 805)]","[(543, 232), (567, 174), (598, 135), (663, 128), (718, 142), (745, 193), (782, 241), (796, 293), (790, 367), (784, 436), (785, 492), (799, 558), (817, 623), (833, 681), (843, 759), (814, 779), (769, 750), (728, 735), (709, 696), (714, 653), (696, 588), (644, 532), (602, 508), (587, 486), (590, 454), (586, 414), (577, 371), (578, 333), (563, 304), (545, 255)]"
00001504_009.png,"[(123, 897), (133, 818), (165, 750), (185, 664), (198, 598), (206, 488), (206, 409), (208, 382), (222, 352), (260, 272), (272, 246), (306, 224), (322, 219), (362, 203), (396, 212), (426, 238), (436, 251), (475, 312), (472, 340), (464, 366), (438, 390), (428, 416), (421, 443), (426, 461), (444, 492), (444, 507), (418, 535), (425, 546), (428, 577), (434, 620), (441, 643), (432, 676), (409, 707), (396, 717), (392, 750), (429, 840), (438, 853), (364, 808), (307, 811), (283, 811), (222, 828), (206, 847), (199, 870), (182, 899), (148, 907)]","[(550, 314), (536, 383), (552, 412), (572, 446), (585, 471), (585, 503), (573, 563), (574, 607), (579, 612), (597, 637), (623, 657), (638, 682), (674, 731), (726, 796), (739, 827), (803, 889), (826, 889), (840, 894), (881, 919), (908, 940), (920, 942), (938, 908), (946, 876), (943, 787), (908, 743), (915, 687), (900, 655), (893, 601), (877, 574), (848, 501), (849, 475), (847, 438), (827, 359), (806, 312), (772, 264), (750, 237), (697, 197), (648, 185), (627, 186), (565, 214), (559, 248), (560, 278), (549, 312)]"
00001517_005.png,"[(246, 850), (267, 824), (314, 792), (382, 770), (466, 778), (502, 775), (500, 641), (518, 539), (525, 421), (534, 321), (544, 262), (551, 231), (560, 169), (533, 129), (453, 134), (394, 171), (335, 216), (301, 265), (279, 315), (258, 383), (247, 521), (240, 619), (241, 707), (241, 778), (241, 822)]","[(591, 205), (634, 136), (703, 140), (772, 194), (807, 234), (835, 279), (866, 357), (867, 431), (875, 538), (888, 606), (889, 676), (889, 734), (875, 810), (875, 863), (875, 869), (851, 828), (832, 796), (815, 768), (801, 739), (777, 694), (758, 653), (724, 605), (694, 565), (670, 528), (650, 500), (622, 466), (604, 391), (596, 344), (592, 308), (591, 267), (587, 241)]"
00001518_000.png,"[(137, 1011), (177, 952), (237, 891), (326, 866), (403, 862), (450, 855), (471, 758), (443, 613), (456, 490), (484, 382), (496, 313), (501, 232), (479, 180), (375, 188), (233, 265), (186, 396), (143, 530), (126, 593), (110, 671), (94, 753), (84, 848), (82, 904), (105, 958)]","[(556, 254), (564, 202), (618, 181), (710, 187), (779, 254), (842, 357), (865, 491), (883, 583), (894, 736), (915, 813), (909, 910), (888, 980), (857, 992), (775, 885), (760, 848), (757, 807), (751, 747), (713, 678), (660, 607), (595, 563), (556, 521), (569, 465), (587, 428), (566, 382), (556, 358), (556, 295)]"
